ID,y
1401,94.44903
1403,94.21117
1404,111.595955
1406,112.02531
1407,93.966484
1408,112.02531
1410,79.06122
1412,112.02531
1413,94.330475
1415,94.116974
1420,112.02531
1422,111.2547
1423,106.67946
1424,112.02531
1425,94.41817
1426,79.06122
1427,94.74008
1429,93.83541
1430,112.074066
1431,94.626175
1432,105.47628
1434,112.697525
1437,94.08579
1438,105.522255
1440,112.0217
1441,112.13481
1442,94.19862
1444,112.8072
1445,94.116974
1446,105.4497
1448,94.055984
1453,95.94953
1454,112.02531
1455,94.08579
1456,111.51389
1458,112.02531
1459,93.87469
1461,94.07178
1465,94.17861
1466,111.986015
1469,94.36829
1472,95.94953
1474,94.04681
1477,112.25211
1479,111.8173
1482,94.009544
1483,78.23191
1487,94.36654
1488,112.129845
1490,112.88518
1492,111.95435
1494,116.89957
1496,105.29766
1497,95.01341
1499,94.749916
1502,94.029816
1507,112.23739
1508,94.11465
1509,111.813034
1511,94.881256
1512,112.05192
1513,115.145805
1514,103.733055
1518,112.743164
1519,93.833084
1522,112.2024
1524,79.12691
1527,94.19862
1529,94.21003
1532,104.487305
1536,113.65131
1537,116.8589
1539,106.7791
1542,112.38408
1543,93.966484
1544,105.17618
1545,79.16935
1550,93.966484
1551,112.052376
1554,106.06786
1556,105.4497
1559,95.93955
1560,79.81193
1562,94.4688
1566,93.833084
1567,112.743164
1569,104.48984
1570,113.11125
1571,112.234436
1574,94.11465
1578,105.73743
1580,94.13676
1583,112.346436
1584,94.11465
1585,111.983185
1586,94.297
1587,112.76251
1588,93.83228
1590,115.16414
1592,103.47252
1596,111.93793
1598,110.69741
1599,93.966484
1604,114.24103
1606,103.03976
1607,94.330475
1608,103.60572
1609,116.468315
1611,94.12617
1613,94.04188
1616,94.56554
1619,111.20435
1620,95.0249
1621,112.62921
1622,94.03062
1625,110.9928
1627,116.468315
1629,111.16477
1634,94.25873
1636,93.746254
1638,104.53219
1639,94.20419
1641,94.74008
1643,94.09166
1644,104.05515
1645,116.89957
1646,93.52704
1647,106.06786
1648,94.284775
1652,94.13676
1653,112.65189
1656,95.75106
1658,93.966484
1659,111.96421
1661,93.715935
1663,94.330475
1664,112.86815
1665,94.08579
1666,105.4497
1667,103.145226
1668,79.46946
1669,103.58717
1670,94.16174
1672,112.76251
1674,112.24139
1677,112.129845
1678,94.11832
1679,112.67308
1680,94.516136
1683,106.42772
1686,106.24082
1687,111.2547
1689,112.71231
1690,94.3303
1691,116.74495
1692,112.65189
1693,94.11465
1695,93.97568
1696,95.94953
1697,111.96421
1700,105.4497
1701,94.1474
1702,112.76251
1703,93.96643
1704,112.33404
1706,94.502235
1707,114.25069
1708,94.284775
1710,94.27868
1711,106.36682
1713,105.619385
1717,109.26302
1719,105.73743
1720,93.966484
1722,93.95223
1725,103.47252
1726,94.33663
1727,105.40977
1729,111.33125
1730,94.13756
1731,111.977844
1733,105.4497
1734,94.094986
1735,111.2547
1738,94.04188
1742,93.69627
1745,112.24139
1747,94.1474
1749,94.69104
1751,94.284775
1752,79.447716
1753,103.312706
1754,94.28729
1755,94.52814
1756,105.67877
1758,112.89277
1759,94.4066
1760,105.78088
1761,113.39557
1762,94.373764
1763,112.11199
1764,94.44508
1766,95.40232
1768,94.642975
1769,78.286354
1771,111.90943
1772,93.93204
1773,106.7605
1774,94.823
1775,112.11364
1777,113.1145
1779,94.4066
1780,107.73171
1787,93.96643
1788,93.8859
1790,94.284775
1796,113.06397
1801,93.79505
1803,94.284775
1807,113.06397
1809,113.99929
1812,94.351425
1813,113.16046
1814,95.07687
1815,112.48678
1816,96.42123
1818,94.29631
1820,94.4961
1821,112.66749
1822,94.4066
1825,94.131516
1826,106.68763
1828,94.284775
1831,104.787964
1836,112.516464
1837,94.51517
1841,94.367615
1844,103.3467
1848,94.43414
1851,107.09991
1852,93.866196
1853,94.50549
1854,111.62775
1856,93.77036
1859,113.99929
1860,94.284775
1861,79.511856
1863,110.41112
1865,94.51517
1866,107.09991
1867,94.58548
1868,93.865135
1872,94.642975
1879,94.34571
1880,109.20943
1882,94.009315
1885,106.74853
1887,109.171394
1888,94.109474
1890,113.56865
1894,94.15583
1895,103.8846
1896,95.05764
1897,113.20477
1900,112.6197
1901,96.87972
1902,112.94743
1905,94.47804
1906,110.96745
1912,106.10583
1915,94.33663
1916,105.619385
1917,94.284775
1918,106.68763
1920,79.28997
1923,94.600204
1924,109.29925
1925,94.33663
1930,116.468315
1932,112.346115
1933,93.69344
1934,112.411995
1935,96.76577
1940,79.06122
1941,93.6703
1942,112.98058
1943,96.238884
1944,94.97061
1945,111.12411
1948,116.8589
1949,95.38759
1952,93.62429
1954,94.435455
1955,112.346115
1958,96.634445
1959,78.97706
1960,112.11199
1963,94.29265
1965,94.47378
1968,106.65338
1969,93.71272
1971,94.25958
1972,112.51505
1973,95.165596
1975,93.865135
1977,94.491905
1978,96.35846
1979,112.09178
1981,93.865135
1982,113.00146
1987,113.38329
1988,93.833084
1993,94.98201
1997,93.72009
1999,94.284775
2001,94.04188
2002,112.464935
2003,95.14963
2004,79.73073
2006,112.09178
2007,95.534256
2009,106.835815
2010,94.32063
2013,94.8501
2018,78.69054
2022,105.65912
2024,111.86557
2025,94.48964
2026,106.75363
2030,107.73171
2031,94.28729
2032,106.10583
2033,94.21469
2035,93.65825
2036,112.07243
2037,94.01702
2040,94.15583
2043,113.64549
2044,106.922905
2046,104.15607
2054,113.43206
2055,94.44628
2056,107.73171
2059,95.45876
2060,96.87972
2062,95.58337
2063,112.281555
2066,94.15583
2067,111.57551
2072,96.39828
2073,113.30343
2074,95.11329
2075,114.03109
2076,94.23178
2080,94.48746
2082,96.87972
2085,112.28986
2087,111.983185
2091,111.79609
2092,94.41247
2093,107.73171
2098,93.59311
2101,112.11199
2102,94.29631
2103,79.06122
2105,107.09991
2106,94.4066
2107,114.528076
2110,94.52966
2114,96.22154
2115,112.98058
2117,78.72974
2118,94.894615
2119,105.60004
2120,94.23112
2122,94.49942
2123,112.632545
2126,94.25958
2127,105.59987
2128,94.367615
2129,112.36293
2132,95.78424
2135,105.77051
2138,94.389336
2139,116.468315
2141,111.34815
2142,95.108864
2146,93.97963
2151,112.33009
2157,103.60911
2159,112.58498
2162,94.08579
2164,116.91076
2167,93.57181
2168,110.82903
2171,93.18976
2173,93.938774
2174,104.24795
2175,94.19436
2178,93.86588
2180,94.04188
2185,112.01081
2189,94.1848
2190,111.04989
2192,102.719315
2194,110.76081
2200,113.73966
2201,94.21398
2203,111.75434
2204,94.21825
2205,111.89886
2209,111.90448
2213,103.67298
2214,94.03488
2215,112.54463
2216,94.21398
2218,93.6703
2219,105.05901
2220,94.36829
2222,93.508156
2223,111.83609
2225,112.42612
2226,94.59905
2230,93.531685
2233,111.04989
2234,111.82832
2235,94.21825
2236,78.68705
2237,93.79764
2240,113.30902
2241,93.72614
2248,103.79413
2249,93.93236
2250,111.789474
2252,111.86588
2253,95.168076
2254,112.2871
2256,78.551544
2258,94.03356
2259,111.411545
2262,94.15583
2265,94.08579
2266,104.24877
2269,93.42228
2271,94.626175
2273,93.854866
2274,111.93292
2275,94.21398
2277,94.03062
2279,94.21825
2280,78.52803
2282,94.04188
2283,102.51866
2288,93.531395
2289,111.60352
2291,94.23112
2292,116.58227
2297,94.42195
2298,104.03674
2299,94.85532
2300,113.26447
2301,93.74135
2304,94.12547
2305,104.99032
2306,94.15583
2308,94.179924
2309,112.534485
2311,101.756065
2312,102.6597
2316,102.810585
2321,104.03674
2322,111.5851
2325,103.61557
2326,94.20014
2329,116.58227
2330,94.03062
2331,104.01255
2332,111.04989
2333,94.15583
2334,102.719315
2335,110.60579
2337,111.67234
2338,93.78941
2340,111.04989
2342,94.5709
2345,94.44111
2349,94.57476
2351,78.491714
2352,94.23112
2354,111.87415
2355,121.3931
2357,112.42612
2358,94.5321
2360,93.703766
2361,111.87415
2364,94.19862
2366,96.17629
2369,102.40475
2370,94.30876
2371,111.04989
2373,122.44615
2374,94.62226
2376,112.59027
2378,111.36078
2382,94.626175
2383,94.32857
2386,103.426056
2387,94.703926
2389,93.91974
2390,111.57066
2392,93.416534
2398,111.04989
2399,94.23112
2400,95.11759
2401,112.17796
2402,93.997665
2404,94.091064
2407,112.114845
2408,111.73885
2409,111.98954
2412,78.61612
2413,94.47037
2415,94.301094
2420,110.76578
2422,93.993706
2423,102.36592
2426,94.681206
2432,94.03062
2434,93.621475
2435,93.91974
2436,112.07268
2438,111.48412
2440,112.926926
2443,93.64564
2444,93.82976
2447,103.79413
2450,94.330475
2454,94.04729
2455,111.56122
2459,94.15583
2460,112.256645
2463,93.52704
2465,94.003944
2468,78.62136
2469,94.21825
2474,93.58119
2478,92.977905
2480,93.82976
2481,113.30902
2489,94.04188
2490,104.09104
2492,94.62063
2496,94.15583
2497,112.5539
2500,94.284775
2505,94.15583
2507,93.18976
2508,111.89886
2509,94.501595
2510,78.97042
2513,93.563446
2515,94.04188
2518,94.32857
2519,111.97487
2520,94.32857
2521,112.79211
2523,111.69727
2525,94.03126
2529,111.89886
2530,94.21398
2533,111.81218
2535,93.62855
2538,104.07976
2544,111.60635
2553,112.126396
2556,94.07668
2558,93.48535
2559,114.19696
2560,94.03062
2561,111.95715
2562,94.20415
2563,111.86375
2564,93.621475
2565,111.04989
2567,103.7666
2572,94.20197
2575,94.284775
2576,113.32581
2577,93.25737
2578,93.97184
2579,111.60492
2580,93.48994
2582,112.47447
2583,93.78021
2587,93.78576
2589,111.96212
2590,94.62568
2591,111.89886
2594,94.07511
2597,94.38771
2598,103.98795
2599,94.116974
2600,102.21948
2602,111.31297
2603,94.20197
2604,103.81249
2606,111.621796
2607,78.68705
2608,95.11333
2613,111.89886
2614,94.647514
2615,111.91954
2617,112.34477
2620,93.71012
2623,113.19175
2624,94.06147
2627,111.89886
2629,78.68705
2630,93.56195
2632,94.36654
2636,93.493225
2639,94.168045
2640,105.740204
2642,111.89886
2644,104.035545
2646,112.29725
2647,93.60718
2649,94.08105
2650,105.191284
2652,104.035545
2653,102.15402
2655,105.21639
2657,111.04989
2659,111.820496
2662,94.27671
2663,113.30902
2664,93.71296
2665,103.07211
2670,94.113846
2671,103.73851
2672,94.11097
2675,104.035545
2677,111.764244
2679,112.03324
2683,111.945694
2684,94.65708
2685,93.92963
2688,104.01804
2689,94.32475
2690,103.052475
2693,94.20014
2694,112.716095
2697,94.41669
2699,94.23112
2703,94.25973
2705,103.789246
2709,78.924675
2710,93.89324
2711,113.57881
2712,93.395966
2713,93.81421
2714,112.61232
2715,93.49951
2717,93.563446
2718,111.457664
2720,112.578636
2721,94.208855
2726,94.47944
2728,93.885506
2731,102.709785
2732,111.87415
2734,93.80486
2736,103.98795
2737,93.9556
2738,102.62717
2739,112.69893
2746,93.6703
2749,102.719315
2751,116.89957
2752,103.59622
2753,94.172646
2757,104.08678
2758,94.54945
2759,111.83336
2760,94.63527
2762,111.86588
2764,94.284775
2765,111.5755
2769,112.43192
2771,110.95447
2774,94.54313
2776,92.97168
2777,113.80699
2778,94.73458
2779,112.075745
2782,93.712326
2784,94.387344
2787,93.50815
2789,94.209785
2792,94.72128
2798,94.330475
2799,103.98795
2800,94.208855
2801,79.07983
2802,94.057175
2804,93.834045
2807,103.79413
2808,93.94845
2809,114.61892
2811,115.70225
2812,94.32217
2814,93.31704
2816,94.169334
2817,111.32936
2818,110.71843
2820,111.636086
2821,78.94495
2822,94.33433
2823,104.28325
2824,94.208855
2826,94.13838
2829,93.65599
2834,93.885506
2835,78.57203
2838,94.40897
2839,110.926285
2840,93.3619
2841,109.21288
2842,94.15583
2846,112.724556
2848,94.25355
2849,92.93351
2850,112.61232
2851,94.08579
2853,94.6127
2854,111.89886
2858,114.643364
2861,94.25644
2864,94.62063
2865,113.30902
2866,110.89912
2867,93.344826
2868,112.17002
2870,112.61933
2877,94.59575
2878,111.89886
2880,112.47632
2882,78.523766
2883,94.62677
2884,103.75596
2885,93.885506
2887,94.04188
2888,112.30246
2889,93.94068
2890,104.035545
2891,101.756065
2892,116.8589
2893,94.210815
2898,112.80533
2899,93.40791
2900,111.9842
2901,95.18276
2909,94.42195
2910,112.616875
2911,111.67589
2913,110.94316
2914,94.277756
2918,94.66548
2919,111.23296
2920,94.1418
2921,111.89886
2922,94.3731
2923,102.838234
2925,112.07
2926,93.48994
2927,111.89886
2929,112.57092
2933,93.40182
2934,112.18948
2936,111.89788
2941,102.435036
2942,93.89324
2943,111.93292
2945,103.666954
2950,93.471985
2951,111.154045
2953,114.66956
2954,94.18248
2955,103.445404
2956,94.74008
2960,94.67983
2962,95.13801
2963,104.08293
2964,104.035545
2966,78.52803
2967,94.16743
2968,112.614716
2969,93.46215
2971,93.7425
2972,94.42195
2974,93.39368
2975,112.54379
2977,116.89957
2980,111.92496
2981,94.39405
2983,94.07327
2984,104.73663
2985,116.58227
2986,103.61911
2987,94.42195
2989,93.83633
2990,110.988846
2991,94.48902
2992,77.88095
2995,94.41669
2996,102.33762
3002,112.01389
3004,113.07176
3005,116.634125
3006,94.25854
3010,94.58725
3011,103.43849
3014,93.48994
3015,93.90845
3016,94.08579
3017,111.674706
3018,93.58903
3021,102.810585
3024,103.98795
3028,93.6703
3030,94.73458
3032,93.962494
3039,94.11747
3040,103.68597
3041,95.91251
3043,94.75698
3044,112.491486
3046,111.21563
3055,93.4514
3056,111.94671
3058,93.854866
3059,111.31967
3061,116.8589
3063,104.53825
3066,94.16174
3067,103.98795
3068,78.523766
3069,94.208855
3072,114.76368
3073,112.59027
3074,94.29557
3077,93.62514
3082,94.85264
3084,94.41669
3085,111.55273
3088,104.035545
3091,94.071815
3092,113.21057
3093,95.30995
3094,102.709785
3096,111.918945
3097,93.66907
3098,78.551544
3102,115.588295
3106,93.92655
3109,94.72507
3111,93.39814
3112,116.634125
3113,94.32281
3115,95.11333
3116,111.04343
3117,94.5887
3121,113.00155
3122,92.9988
3123,94.284775
3124,103.899376
3125,94.08579
3126,102.51866
3127,116.74495
3129,93.95738
3130,112.11126
3132,102.20132
3134,105.6745
3135,95.13517
3137,79.17847
3138,94.34807
3140,94.795815
3144,112.51501
3145,94.5331
3146,111.91954
3147,94.195
3148,103.92244
3149,103.61557
3150,112.339806
3151,94.662346
3152,94.09166
3155,94.16132
3156,112.61232
3159,93.39207
3161,94.09088
3162,105.557335
3163,94.62677
3165,102.28735
3172,93.71012
3173,114.27407
3176,94.476135
3177,104.57626
3179,112.54379
3183,93.44835
3186,94.284775
3187,102.72263
3189,111.33193
3190,94.64605
3192,116.74495
3193,93.71012
3194,111.98716
3197,94.08579
3198,94.19436
3200,94.72017
3201,116.460335
3202,94.19436
3204,94.15583
3205,93.82968
3206,112.277245
3208,103.67317
3210,102.814735
3211,94.03056
3212,116.8589
3213,93.95147
3214,111.36646
3216,104.035545
3219,93.85298
3220,111.27742
3221,94.32281
3226,106.933
3227,95.20157
3228,111.84947
3229,94.397
3232,78.62136
3233,94.21469
3234,94.32217
3236,94.005325
3238,111.89886
3239,111.8628
3240,93.067566
3247,111.83011
3249,104.63286
3252,115.021355
3253,94.135
3254,103.60006
3255,93.53623
3256,112.60596
3257,94.476555
3262,94.22187
3263,104.035545
3264,94.74008
3266,111.92452
3267,94.30614
3269,93.75132
3272,116.58227
3274,94.08579
3275,104.29824
3277,94.18248
3279,94.77431
3280,104.612076
3283,94.320076
3285,94.04188
3287,93.96053
3288,103.98795
3290,104.77047
3291,93.79764
3298,111.91954
3299,94.19862
3302,110.72187
3303,95.3274
3304,103.50332
3307,93.6703
3309,93.76614
3314,78.523766
3316,113.37598
3317,94.458534
3319,94.28567
3320,111.70367
3321,94.284775
3322,103.56282
3324,93.71596
3326,94.59756
3329,111.21563
3330,93.621475
3331,111.91954
3335,116.8589
3337,93.642876
3338,103.06572
3339,94.7103
3340,112.04451
3341,94.96045
3343,94.12989
3346,93.48994
3348,93.96739
3351,104.160194
3352,116.58227
3355,93.46215
3356,113.79304
3358,105.00676
3359,93.866196
3360,112.509735
3371,112.95923
3372,94.32281
3374,94.75418
3377,112.11351
3378,93.16009
3380,104.3588
3382,94.25355
3386,94.19436
3389,112.687035
3391,103.54491
3393,94.429436
3394,103.89843
3395,94.284775
3397,112.40306
3398,93.944046
3399,78.818214
3400,94.501595
3404,104.208984
3407,112.08845
3409,105.36977
3419,94.18248
3421,95.02318
3425,94.291695
3427,78.92813
3428,116.58227
3429,113.09617
3431,92.89395
3435,93.97568
3436,112.716034
3439,95.27049
3441,94.03501
3442,116.58227
3443,94.22187
3444,102.924126
3445,94.08802
3446,111.33315
3449,94.73458
3453,93.6703
3457,93.82805
3460,104.160194
3461,93.85209
3462,94.40425
3464,104.710495
3465,78.523766
3466,94.501595
3467,104.8051
3468,93.71296
3469,104.49027
3470,103.04179
3472,112.40306
3473,93.73915
3475,93.691986
3476,112.2024
3478,105.81029
3479,95.122
3483,93.834045
3484,104.07544
3485,95.32081
3487,94.0523
3488,112.09178
3496,112.0409
3497,93.52704
3499,94.626175
3500,78.691315
3501,94.284775
3504,94.58661
3508,104.78624
3511,93.62299
3512,113.748886
3515,93.86181
3517,94.20197
3518,103.269356
3526,112.41742
3528,138.07315
3529,93.93312
3530,112.233574
3531,93.86181
3532,111.42131
3533,93.740616
3534,94.32281
3535,78.34912
3536,94.29093
3537,112.09178
3538,93.76396
3539,111.7792
3540,103.78534
3545,112.18305
3546,93.46215
3550,103.75928
3551,94.258705
3553,93.938774
3554,104.160194
3557,93.79764
3558,112.20737
3559,94.73458
3561,93.97291
3562,112.40306
3563,94.43383
3564,104.160194
3565,94.08802
3567,93.60461
3571,104.160194
3572,94.30876
3574,94.32977
3576,94.19436
3577,112.0691
3578,94.284775
3579,94.19436
3583,94.17755
3585,94.25355
3586,104.19963
3587,112.743164
3593,94.54285
3594,111.59015
3595,94.11747
3599,94.330475
3600,104.16972
3601,112.40306
3602,94.73458
3604,94.332
3609,116.51219
3610,112.860306
3612,112.00235
